Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone
271,0.9819346070573783,900,CPS_Early_Childhood_Portal_scrape.csv, Hansberry CPC,4055 W. Arthington ,,5346931,,Head Start/Child Parent Center,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'hansberry cpc',b'4055 w. arthington',b'',b'5346931'
399,0.9819346070573783,901,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'south loop',b'1212 s. plymouth',b'',b'5348690'
399,0.9819346070573783,902,CPS_Early_Childhood_Portal_scrape.csv, South Loop,1212 S. Plymouth ,,5348690,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'south loop',b'1212 s. plymouth',b'',b'5348690'
1017,1.0,903,CPS_Early_Childhood_Portal_scrape.csv, Cockrell,30 E. 61St ,,5350798,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'cockrell',b'30 e. 61st',b'',b'5350798'
1018,1.0,904,CPS_Early_Childhood_Portal_scrape.csv, Mason,4217 W. 18Th St. ,,5341530,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'mason',b'4217 w. 18th st.',b'',b'5341530'
1019,1.0,905,CPS_Early_Childhood_Portal_scrape.csv, Mason,4217 W. 18Th St. ,,5341530,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'mason',b'4217 w. 18th st.',b'',b'5341530'
1020,1.0,906,CPS_Early_Childhood_Portal_scrape.csv, McCutcheon,4865 N. Sheridan Rd ,,5342680,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'mccutcheon',b'4865 n. sheridan rd',b'',b'5342680'
1021,1.0,907,CPS_Early_Childhood_Portal_scrape.csv, Fiske,6145 S. Ingleside ,,5350990,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'fiske',b'6145 s. ingleside',b'',b'5350990'
1022,1.0,908,CPS_Early_Childhood_Portal_scrape.csv, Barton,7650 S. Wolcott Ave. ,,5353260,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'barton',b'7650 s. wolcott ave.',b'',b'5353260'
1023,1.0,909,CPS_Early_Childhood_Portal_scrape.csv, Bradwell,7736 S. Burnhan ,,5356600,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'bradwell',b'7736 s. burnhan',b'',b'5356600'
276,0.9819346070573783,910,CPS_Early_Childhood_Portal_scrape.csv, Wheatley CPC,902 E. 133rd Pl ,,5355718,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'wheatley cpc',b'902 e. 133rd pl',b'60627',b'5355718'
276,0.9819346070573783,911,CPS_Early_Childhood_Portal_scrape.csv, Wheatley CPC,902 E. 133rd Pl ,,5355718,,Head Start/Prekindergarten For,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'wheatley cpc',b'902 e. 133rd pl',b'60627',b'5355718'
1024,1.0,912,CPS_Early_Childhood_Portal_scrape.csv, Sherman,1000 W. 52nd St. ,,5351757,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'sherman',b'1000 w. 52nd st.',b'',b'5351757'
1025,1.0,913,CPS_Early_Childhood_Portal_scrape.csv, Columbus,1003 N. Leavitt ,,5344350,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'columbus',b'1003 n. leavitt',b'',b'5344350'
1026,1.0,914,CPS_Early_Childhood_Portal_scrape.csv, Fernwood,10041 S. Union ,,5352700,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'fernwood',b'10041 s. union',b'',b'5352700'
1027,1.0,915,CPS_Early_Childhood_Portal_scrape.csv, Bennett,10115 S. Prairie ,,5355460,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'bennett',b'10115 s. prairie',b'',b'5355460'
1028,1.0,916,CPS_Early_Childhood_Portal_scrape.csv, Garvey,10309 S. Morgan ,,5352763,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'garvey',b'10309 s. morgan',b'',b'5352763'
1029,1.0,917,CPS_Early_Childhood_Portal_scrape.csv, Gallistel,10347 S. Ewing Ave. ,,5356540,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'gallistel',b'10347 s. ewing ave.',b'',b'5356540'
1030,1.0,918,CPS_Early_Childhood_Portal_scrape.csv, Barnard,10354 S. Charles St. ,,5352625,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'barnard',b'10354 s. charles st.',b'',b'5352625'
1031,1.0,919,CPS_Early_Childhood_Portal_scrape.csv," Clark, G.R.",1045 S. Monitor Ave ,,5346225,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,"b'clark, g.r.'",b'1045 s. monitor ave',b'',b'5346225'
1032,1.0,920,CPS_Early_Childhood_Portal_scrape.csv, Mt. Vernon,10540 S. Morgan ,,5352825,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'mt. vernon',b'10540 s. morgan',b'',b'5352825'
1033,1.0,921,CPS_Early_Childhood_Portal_scrape.csv, Bright,10740 S. Calhoun ,,5356218,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'bright',b'10740 s. calhoun',b'',b'5356218'
1034,1.0,922,CPS_Early_Childhood_Portal_scrape.csv, Addams,10810 S. Ave. H ,,5356210,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'addams',b'10810 s. ave. h',b'',b'5356210'
400,0.9395424,923,CPS_Early_Childhood_Portal_scrape.csv, Mt. Greenwood,10841 S. Homan Ave ,,5352786,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'mt. greenwood',b'10841 s. homan ave',b'60655',b'5352786'
1035,1.0,924,CPS_Early_Childhood_Portal_scrape.csv, Dunne,10845 S. Union ,,5355517,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'dunne',b'10845 s. union',b'',b'5355517'
1036,1.0,925,CPS_Early_Childhood_Portal_scrape.csv, Rudolph,110 N. Paulina ,,5347460,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'rudolph',b'110 n. paulina',b'',b'5347460'
1037,1.0,926,CPS_Early_Childhood_Portal_scrape.csv, Holden,1104 W. 31St. St. ,,5357200,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'holden',b'1104 w. 31st. st.',b'',b'5357200'
401,0.9819346,927,CPS_Early_Childhood_Portal_scrape.csv, Ariel Comm,1119 E. 46th St. ,,5351996,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'ariel comm',b'1119 e. 46th st.',b'60653',b'5351996'
1038,1.0,928,CPS_Early_Childhood_Portal_scrape.csv, Pullman,11311 S. Forrestville ,,5355395,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'pullman',b'11311 s. forrestville',b'',b'5355395'
1039,1.0,929,CPS_Early_Childhood_Portal_scrape.csv, Bass,1140 W. 66th St. ,,5353275,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'bass',b'1140 w. 66th st.',b'',b'5353275'
1040,1.0,930,CPS_Early_Childhood_Portal_scrape.csv, LaSalle/Andersen,1148 N. Honore ,,5344276,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'lasalle/andersen',b'1148 n. honore',b'',b'5344276'
1041,1.0,931,CPS_Early_Childhood_Portal_scrape.csv, Whistler,11533 S. Ada ,,5355560,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'whistler',b'11533 s. ada',b'',b'5355560'
1042,1.0,932,CPS_Early_Childhood_Portal_scrape.csv, Pullman West,11941 S. Parnell Ave ,,5355500,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'pullman west',b'11941 s. parnell ave',b'',b'5355500'
1043,1.0,933,CPS_Early_Childhood_Portal_scrape.csv, Metcalfe,12339 S. Normal Av. ,,5355590,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'metcalfe',b'12339 s. normal av.',b'',b'5355590'
1044,1.0,934,CPS_Early_Childhood_Portal_scrape.csv, Bontemps,1241 West 58th St ,,5359175,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'bontemps',b'1241 west 58th st',b'',b'5359175'
1045,1.0,935,CPS_Early_Childhood_Portal_scrape.csv, Owens,12450 S. State St. ,,5355661,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'owens',b'12450 s. state st.',b'',b'5355661'
1046,1.0,936,CPS_Early_Childhood_Portal_scrape.csv, Grissom,12810 S. Escanaba ,,5355380,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'grissom',b'12810 s. escanaba',b'',b'5355380'
402,0.9819346,937,CPS_Early_Childhood_Portal_scrape.csv, De Diego,1313 N. Claremont ,,5344451,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'de diego',b'1313 n. claremont',b'60622',b'5344451'
1047,1.0,938,CPS_Early_Childhood_Portal_scrape.csv, Clay,13231 S.Burley ,,5355600,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'clay',b'13231 s.burley',b'',b'5355600'
1048,1.0,939,CPS_Early_Childhood_Portal_scrape.csv, De Priest,139 S. Parkside Ave ,,5346800,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'de priest',b'139 s. parkside ave',b'',b'5346800'
1049,1.0,940,CPS_Early_Childhood_Portal_scrape.csv, Schiller,1409 N. Ogden ,,5348126,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'schiller',b'1409 n. ogden',b'',b'5348126'
1050,1.0,941,CPS_Early_Childhood_Portal_scrape.csv, Carnegie,1414 E. 61st Pl. ,,5350530,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'carnegie',b'1414 e. 61st pl.',b'',b'5350530'
1051,1.0,942,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'pilsen',b'1420 w. 17th st.',b'',b'5347675'
1052,1.0,943,CPS_Early_Childhood_Portal_scrape.csv, Pilsen,1420 W. 17Th St. ,,5347675,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'pilsen',b'1420 w. 17th st.',b'',b'5347675'
1053,1.0,944,CPS_Early_Childhood_Portal_scrape.csv, Blaine,1420 W. Grace ,,5345750,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'blaine',b'1420 w. grace',b'',b'5345750'
1054,1.0,945,CPS_Early_Childhood_Portal_scrape.csv, Peirce,1423 W. Bryn Mawr ,,5342440,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'peirce',b'1423 w. bryn mawr',b'',b'5342440'
349,0.9819346,946,CPS_Early_Childhood_Portal_scrape.csv, Lozano Bilingual,1424 N. Cleaver ,,5344150,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'lozano bilingual',b'1424 n. cleaver',b'',b'5344150'
403,0.9819346,947,CPS_Early_Childhood_Portal_scrape.csv, West Park Acad,1425 N. Tripp ,,5344940,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'west park acad',b'1425 n. tripp',b'60651',b'5344940'
1055,1.0,948,CPS_Early_Childhood_Portal_scrape.csv, Lewis,1431 N. Leamington ,,5343060,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'lewis',b'1431 n. leamington',b'',b'5343060'
404,0.9819346,949,CPS_Early_Childhood_Portal_scrape.csv," Colemon, Johnnie",1441 W. 119th St. ,,5353975,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,"b'colemon, johnnie'",b'1441 w. 119th st.',b'60643',b'5353975'
1056,1.0,950,CPS_Early_Childhood_Portal_scrape.csv, Shoop,1460 W. 112Th St. ,,5352715,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'shoop',b'1460 w. 112th st.',b'',b'5352715'
1057,1.0,951,CPS_Early_Childhood_Portal_scrape.csv, Hayt,1518 W. Granville ,,5342040,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'hayt',b'1518 w. granville',b'',b'5342040'
1058,1.0,952,CPS_Early_Childhood_Portal_scrape.csv, Cuffe,1540 W. 84Th St. ,,5358250,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'cuffe',b'1540 w. 84th st.',b'',b'5358250'
1059,1.0,953,CPS_Early_Childhood_Portal_scrape.csv, Harte,1556 E. 56Th St. ,,5350870,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'harte',b'1556 e. 56th st.',b'',b'5350870'
1060,1.0,954,CPS_Early_Childhood_Portal_scrape.csv, Salazar,160 W. Wendell ,,5348310,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'salazar',b'160 w. wendell',b'',b'5348310'
1061,1.0,955,CPS_Early_Childhood_Portal_scrape.csv, Burr,1621 W. Wabansia ,,5344090,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'burr',b'1621 w. wabansia',b'',b'5344090'
1062,1.0,956,CPS_Early_Childhood_Portal_scrape.csv, Cooper,1624 W. 19Th St. ,,5347205,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'cooper',b'1624 w. 19th st.',b'',b'5347205'
1063,1.0,957,CPS_Early_Childhood_Portal_scrape.csv, Cooper,1624 W. 19Th St. ,,5347205,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'cooper',b'1624 w. 19th st.',b'',b'5347205'
1064,1.0,958,CPS_Early_Childhood_Portal_scrape.csv, Burley,1630 W. Barry ,,5345475,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'burley',b'1630 w. barry',b'',b'5345475'
1065,1.0,959,CPS_Early_Childhood_Portal_scrape.csv, Prescott,1632 W. Wrightwood ,,5345505,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'prescott',b'1632 w. wrightwood',b'',b'5345505'
1066,1.0,960,CPS_Early_Childhood_Portal_scrape.csv, Moos,1711 N. California ,,5344340,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'moos',b'1711 n. california',b'',b'5344340'
1067,1.0,961,CPS_Early_Childhood_Portal_scrape.csv, Courtenay,1726 W. Berteau ,,5345790,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'courtenay',b'1726 w. berteau',b'',b'5345790'
1068,1.0,962,CPS_Early_Childhood_Portal_scrape.csv, Yates,1839 N. Richmond ,,5344550,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'yates',b'1839 n. richmond',b'',b'5344550'
1069,1.0,963,CPS_Early_Childhood_Portal_scrape.csv, Talcott,1840 W. Ohio ,,5347130,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'talcott',b'1840 w. ohio',b'',b'5347130'
1070,1.0,964,CPS_Early_Childhood_Portal_scrape.csv, McAuliffe,1841 N. Springfield ,,5344400,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'mcauliffe',b'1841 n. springfield',b'',b'5344400'
405,0.9819346,965,CPS_Early_Childhood_Portal_scrape.csv, Sayre Lang Acad,1850 N. Newland ,,5343351,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'sayre lang acad',b'1850 n. newland',b'60635',b'5343351'
1071,1.0,966,CPS_Early_Childhood_Portal_scrape.csv, Pritzker,2009 W. Schiller St. ,,5344415,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'pritzker',b'2009 w. schiller st.',b'',b'5344415'
1072,1.0,967,CPS_Early_Childhood_Portal_scrape.csv, Walsh,2015 S. Peoria ,,5347950,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'walsh',b'2015 s. peoria',b'',b'5347950'
1073,1.0,968,CPS_Early_Childhood_Portal_scrape.csv, Burbank,2035 N. Mobile ,,5343000,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'burbank',b'2035 n. mobile',b'',b'5343000'
1074,1.0,969,CPS_Early_Childhood_Portal_scrape.csv," Armstrong , G.",2110 W. Greenleaf ,,5342150,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,"b'armstrong , g.'",b'2110 w. greenleaf',b'',b'5342150'
1075,1.0,970,CPS_Early_Childhood_Portal_scrape.csv, Nixon,2121 N. Keeler ,,5344375,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'nixon',b'2121 n. keeler',b'',b'5344375'
1076,1.0,971,CPS_Early_Childhood_Portal_scrape.csv, Crown,2128 S. St Louis Ave ,,5341680,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'crown',b'2128 s. st louis ave',b'',b'5341680'
1077,1.0,972,CPS_Early_Childhood_Portal_scrape.csv, Chappell,2135 W. Foster ,,5342390,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'chappell',b'2135 w. foster',b'',b'5342390'
1078,1.0,973,CPS_Early_Childhood_Portal_scrape.csv, Mozart,2200 N. Hamlin ,,5344160,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'mozart',b'2200 n. hamlin',b'',b'5344160'
1079,1.0,974,CPS_Early_Childhood_Portal_scrape.csv, Tilton,223 N. Keeler Av. ,,5346746,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'tilton',b'223 n. keeler av.',b'',b'5346746'
1080,1.0,975,CPS_Early_Childhood_Portal_scrape.csv, Pulaski,2230 W. Mclean ,,5344391,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'pulaski',b'2230 w. mclean',b'',b'5344391'
1081,1.0,976,CPS_Early_Childhood_Portal_scrape.csv, Kanoon,2233 S. Kedzie ,,5341736,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'kanoon',b'2233 s. kedzie',b'',b'5341736'
1082,1.0,977,CPS_Early_Childhood_Portal_scrape.csv, Mitchell,2233 W. Ohio St. ,,5347655,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'mitchell',b'2233 w. ohio st.',b'',b'5347655'
1083,1.0,978,CPS_Early_Childhood_Portal_scrape.csv, Goethe,2236 N. Rockwell ,,5344135,,Prekindergarten For All,5-6 hours,,,,,,,,,,,,,,,,,,,,,,,,b'goethe',b'2236 n. rockwell',b'',b'5344135'
1084,1.0,979,CPS_Early_Childhood_Portal_scrape.csv, Marconi,230 N. Kolmar ,,5346210,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'marconi',b'230 n. kolmar',b'',b'5346210'
1085,1.0,980,CPS_Early_Childhood_Portal_scrape.csv, De La Cruz,2317 W. 23rd Pl. ,,5354585,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'de la cruz',b'2317 w. 23rd pl.',b'',b'5354585'
1086,1.0,981,CPS_Early_Childhood_Portal_scrape.csv, Farragut,2345 S. Christiana ,,5341300,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'farragut',b'2345 s. christiana',b'',b'5341300'
1087,1.0,982,CPS_Early_Childhood_Portal_scrape.csv, Spry,2400 S. Marshall Bl ,,5341700,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'spry',b'2400 s. marshall bl',b'',b'5341700'
1088,1.0,983,CPS_Early_Childhood_Portal_scrape.csv, Ruiz,2410 S. Leavitt ,,5354825,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'ruiz',b'2410 s. leavitt',b'',b'5354825'
1089,1.0,984,CPS_Early_Childhood_Portal_scrape.csv, Parkman,245 W. 51St. St. ,,5351739,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'parkman',b'245 w. 51st. st.',b'',b'5351739'
1090,1.0,985,CPS_Early_Childhood_Portal_scrape.csv, Sherwood,245 W. 57Th St. ,,5350829,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'sherwood',b'245 w. 57th st.',b'',b'5350829'
1091,1.0,986,CPS_Early_Childhood_Portal_scrape.csv, Haines,247 W. 23Rd Pl ,,5349200,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'haines',b'247 w. 23rd pl',b'',b'5349200'
1092,1.0,987,CPS_Early_Childhood_Portal_scrape.csv, Corkery,2510 S. Kildare ,,5341650,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'corkery',b'2510 s. kildare',b'',b'5341650'
1093,1.0,988,CPS_Early_Childhood_Portal_scrape.csv, Carroll-Rosenwald Br,2541 W. 80th St ,,5359355,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'carroll-rosenwald br',b'2541 w. 80th st',b'',b'5359355'
1094,1.0,989,CPS_Early_Childhood_Portal_scrape.csv, Barbara Vick Early Childhood & Fam Center,2554 W. 113Th St ,,5352671,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'barbara vick early childhood & fam center',b'2554 w. 113th st',b'',b'5352671'
531,0.9819346070573783,990,CPS_Early_Childhood_Portal_scrape.csv, Little Village,2620 S. Lawndale ,,5341880,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'little village',b'2620 s. lawndale',b'60623',b'5341880'
1095,1.0,991,CPS_Early_Childhood_Portal_scrape.csv," Ward, J.",2701 S. Shields ,,5349050,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,"b'ward, j.'",b'2701 s. shields',b'',b'5349050'
1096,1.0,992,CPS_Early_Childhood_Portal_scrape.csv, Budlong,2701 W. Foster ,,5342591,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'budlong',b'2701 w. foster',b'',b'5342591'
1097,1.0,993,CPS_Early_Childhood_Portal_scrape.csv, McCormick,2712 S. Sawyer ,,5357252,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'mccormick',b'2712 s. sawyer',b'',b'5357252'
1098,1.0,994,CPS_Early_Childhood_Portal_scrape.csv, Lafayette,2714 W. Augusta Blvd. ,,5344326,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'lafayette',b'2714 w. augusta blvd.',b'',b'5344326'
1099,1.0,995,CPS_Early_Childhood_Portal_scrape.csv, Brentano,2723 N. Fairfield ,,5344100,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'brentano',b'2723 n. fairfield',b'',b'5344100'
1100,1.0,996,CPS_Early_Childhood_Portal_scrape.csv, Schubert,2727 N. Long ,,5343080,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'schubert',b'2727 n. long',b'',b'5343080'
1101,1.0,997,CPS_Early_Childhood_Portal_scrape.csv, McKinley Park,2744 W. Pershing Rd ,,5533661,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'mckinley park',b'2744 w. pershing rd',b'',b'5533661'
1102,1.0,998,CPS_Early_Childhood_Portal_scrape.csv, Whitney,2815 S. Komensky ,,5341560,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'whitney',b'2815 s. komensky',b'',b'5341560'
1103,1.0,999,CPS_Early_Childhood_Portal_scrape.csv, Hammond,2819 W. 21st Place ,,5354580,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'hammond',b'2819 w. 21st place',b'',b'5354580'
1104,1.0,1000,CPS_Early_Childhood_Portal_scrape.csv, Barry,2828 N. Kilbourn ,,5343455,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'barry',b'2828 n. kilbourn',b'',b'5343455'
1105,1.0,1001,CPS_Early_Childhood_Portal_scrape.csv, Locke,2828 N. Oak Park Ave ,,5343300,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'locke',b'2828 n. oak park ave',b'',b'5343300'
1106,1.0,1002,CPS_Early_Childhood_Portal_scrape.csv, Calhoun North,2833 W. Adams Street ,,5346940,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'calhoun north',b'2833 w. adams street',b'',b'5346940'
1107,1.0,1003,CPS_Early_Childhood_Portal_scrape.csv, Agassiz,2851 N. Seminary ,,5345725,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'agassiz',b'2851 n. seminary',b'',b'5345725'
1108,1.0,1004,CPS_Early_Childhood_Portal_scrape.csv, Avondale,2945 N. Sawyer ,,5345244,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'avondale',b'2945 n. sawyer',b'',b'5345244'
1109,1.0,1005,CPS_Early_Childhood_Portal_scrape.csv, Ortiz De Dominguez,3000 S. Lawndale Ave ,,5341600,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'ortiz de dominguez',b'3000 s. lawndale ave',b'',b'5341600'
1110,1.0,1006,CPS_Early_Childhood_Portal_scrape.csv," Davis, N.",3014 W. 39th Pl ,,5354540,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,"b'davis, n.'",b'3014 w. 39th pl',b'',b'5354540'
1111,1.0,1007,CPS_Early_Childhood_Portal_scrape.csv, Falconer,3020 N. Lamon ,,5343560,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'falconer',b'3020 n. lamon',b'',b'5343560'
